event,series,matchNumber,scoreRedFinal,scoreBlueFinal,redTeams,blueTeams,label
Capital Meet 4,0,5,53,47,"[32770, 23625]","[32484, 23391]",1
Capital Meet 4,0,6,37,23,"[21537, 31038]","[23578, 23600]",1
Capital Meet 4,0,7,58,31,"[23391, 22881]","[23859, 32484]",1
Capital Meet 4,0,8,16,86,"[31160, 21537]","[31038, 23625]",0
Capital Meet 4,0,9,29,13,"[23578, 32770]","[31842, 23600]",1
Capital Meet 4,0,10,32,67,"[23625, 32484]","[23859, 21537]",0
Capital Meet 4,0,11,44,53,"[23578, 31038]","[32770, 22881]",0
Capital Meet 4,0,12,13,41,"[23600, 31160]","[23391, 31842]",0
Capital Meet 4,0,13,31,36,"[23859, 32770]","[21537, 23578]",0
Capital Meet 4,0,14,46,40,"[23391, 23600]","[23625, 22881]",1
Capital Meet 4,0,15,36,13,"[31842, 32484]","[31038, 31160]",1
Capital Meet 5,0,1,25,42,"[15411, 31038]","[15120, 9297]",0
Capital Meet 5,0,2,36,54,"[21491, 26617]","[13666, 12362]",0
Capital Meet 5,0,3,18,10,"[27562, 23710]","[26617, 15119]",1
Capital Meet 5,0,4,11,33,"[13666, 27562]","[15120, 31038]",0
Capital Meet 5,0,5,21,43,"[12362, 15411]","[23710, 15119]",0
Capital Meet 5,0,6,25,34,"[9297, 15119]","[21491, 31038]",0
Capital Meet 5,0,7,36,21,"[15120, 15411]","[23710, 21491]",1
Capital Meet 5,0,8,60,22,"[9297, 13666]","[12362, 27562]",1
Capital Meet 5,0,9,40,15,"[26617, 23710]","[9297, 31038]",1
Capital Meet 5,0,10,19,51,"[27562, 26617]","[21491, 15411]",0
Capital Meet 5,0,11,49,23,"[15119, 12362]","[15120, 13666]",1
Capital Meet 5,0,12,30,26,"[31038, 12362]","[27562, 15411]",1
Capital Meet 5,0,13,11,52,"[15120, 15119]","[26617, 9297]",0
Capital Meet 5,0,14,21,30,"[13666, 21491]","[23710, 15411]",0
Capital Meet 6,0,1,37,39,"[23711, 13667]","[14018, 32118]",0
Capital Meet 6,0,2,32,206,"[8142, 31160]","[15191, 23391]",0
Capital Meet 6,0,3,43,34,"[31842, 26616]","[27277, 32484]",1
Capital Meet 6,0,4,51,32,"[23986, 8142]","[23709, 32118]",1
Capital Meet 6,0,5,24,126,"[27277, 23391]","[32484, 13667]",0
Capital Meet 6,0,6,38,32,"[23711, 15191]","[31842, 23986]",1
Capital Meet 6,0,7,66,101,"[23709, 14018]","[26616, 31160]",0
Capital Meet 6,0,8,50,24,"[32118, 8142]","[32484, 23711]",1
Capital Meet 6,0,9,77,24,"[23391, 14018]","[31842, 23709]",1
Capital Meet 6,0,10,84,29,"[26616, 13667]","[31160, 23986]",1
Capital Meet 6,0,11,115,51,"[15191, 23709]","[27277, 23711]",1
Capital Meet 6,0,12,60,69,"[26616, 23986]","[23391, 8142]",0
Capital Meet 6,0,13,43,43,"[32118, 31160]","[27277, 31842]",0
Capital Meet 6,0,14,58,63,"[15191, 32484]","[13667, 14018]",0
Capital Meet 6,0,15,30,56,"[23391, 31160]","[23711, 32118]",0
Capital Meet 6,0,16,54,44,"[27277, 23986]","[32484, 14018]",1
Capital Meet 6,0,17,32,92,"[13667, 31842]","[8142, 23709]",0
Capital Meet 6,0,18,80,53,"[32118, 15191]","[32484, 26616]",1
Capital Meet 7,0,1,49,23,"[22881, 23578]","[21537, 23625]",1
Capital Meet 7,0,2,55,13,"[31038, 23391]","[31842, 15119]",1
Capital Meet 7,0,3,17,30,"[15120, 31160]","[23859, 32770]",0
Capital Meet 7,0,4,8,21,"[27562, 23600]","[21537, 32484]",0
Capital Meet 7,0,5,40,49,"[32770, 23578]","[23391, 22881]",0
Capital Meet 7,0,6,43,13,"[15120, 23859]","[31842, 32484]",1
Capital Meet 7,0,7,41,34,"[31038, 23625]","[31160, 23600]",1
Capital Meet 7,0,8,43,23,"[15119, 22881]","[27562, 23859]",1
Capital Meet 7,0,9,10,71,"[31842, 31160]","[23578, 23600]",0
Capital Meet 7,0,10,40,26,"[27562, 23391]","[31038, 15120]",1
Capital Meet 7,0,11,79,5,"[23625, 32770]","[15119, 32484]",1
Capital Meet 7,0,12,37,38,"[21537, 23578]","[23859, 31038]",0
Capital Meet 7,0,13,49,23,"[32770, 31842]","[27562, 23625]",1
Capital Meet 7,0,14,16,52,"[31160, 21537]","[32484, 23391]",0
Capital Meet 7,0,15,21,71,"[23600, 15119]","[22881, 15120]",0
Capital Meet 7,0,16,45,42,"[31842, 21537]","[32770, 31160]",1
Capital Meet 7,0,17,23,82,"[32484, 15120]","[22881, 31038]",0
Capital Meet 7,0,18,75,44,"[23391, 23859]","[23625, 23600]",1
Capital Meet 7,0,19,13,37,"[15119, 27562]","[23578, 31160]",0
Capital Meet 8,0,1,36,131,"[15411, 12362]","[8142, 26616]",0
Capital Meet 8,0,2,56,61,"[32118, 13666]","[23859, 23600]",0
Capital Meet 8,0,3,52,32,"[14018, 27277]","[9297, 21491]",1
Capital Meet 8,0,4,54,75,"[31038, 13666]","[32118, 8142]",0
Capital Meet 8,0,5,60,45,"[23859, 26616]","[9297, 27277]",1
Capital Meet 8,0,6,87,44,"[15411, 14018]","[23600, 31038]",1
Capital Meet 8,0,7,67,57,"[21491, 27277]","[12362, 32118]",1
Capital Meet 8,0,8,80,29,"[23859, 8142]","[15411, 23600]",1
Capital Meet 8,0,9,75,87,"[26616, 21491]","[14018, 13666]",0
Capital Meet 8,0,10,97,45,"[12362, 31038]","[23859, 9297]",1
Capital Meet 8,0,11,104,49,"[8142, 14018]","[32118, 27277]",1
Capital Meet 8,0,12,81,54,"[23600, 26616]","[21491, 31038]",1
Capital Meet 8,0,13,28,69,"[9297, 12362]","[13666, 15411]",0
Capital Meet 8,0,14,117,67,"[21491, 8142]","[14018, 23859]",1
Capital Meet 8,0,15,43,82,"[32118, 23600]","[26616, 12362]",0
Capital Meet 8,0,16,41,69,"[31038, 15411]","[13666, 27277]",0
Capital Meet 8,0,17,115,66,"[9297, 8142]","[23600, 21491]",1
Capital Meet 9,0,1,51,57,"[23625, 23709]","[26617, 23710]",0
Capital Meet 9,0,2,68,35,"[23711, 15191]","[23986, 22881]",1
Capital Meet 9,0,3,41,27,"[13667, 23711]","[26617, 32770]",1
Capital Meet 9,0,4,38,91,"[32770, 23986]","[22881, 23625]",0
Capital Meet 9,0,5,137,89,"[23710, 23709]","[13667, 15191]",1
Capital Meet 9,0,6,32,72,"[23710, 32770]","[23709, 23986]",0
Capital Meet 9,0,7,67,101,"[23625, 13667]","[23711, 22881]",0
Capital Meet 9,0,8,56,95,"[26617, 13667]","[15191, 32770]",0
Capital Meet 9,0,9,51,54,"[22881, 26617]","[23986, 23710]",0
Capital Meet 9,0,10,68,75,"[15191, 23709]","[23625, 23711]",0
Capital Meet 9,0,11,58,59,"[23986, 23625]","[13667, 23709]",0
Capital Meet 9,0,12,75,68,"[23711, 32770]","[15191, 23710]",1
Capital Meet 9,0,13,50,58,"[22881, 32770]","[26617, 23709]",0
Detroit Qualifier,0,1,5,21,"[14004, 14001]","[15719, 14009]",0
Detroit Qualifier,0,2,56,10,"[18472, 10210]","[15835, 20853]",1
Detroit Qualifier,0,3,146,66,"[23026, 24080]","[32515, 24024]",1
Detroit Qualifier,0,4,13,21,"[13996, 14773]","[10280, 22757]",0
Detroit Qualifier,0,5,28,90,"[26554, 31808]","[32460, 27290]",0
Detroit Qualifier,0,6,18,89,"[20852, 27135]","[21791, 13985]",0
Detroit Qualifier,0,7,41,10,"[31968, 14005]","[18474, 13999]",1
Detroit Qualifier,0,8,16,60,"[15834, 23712]","[12467, 14007]",0
Detroit Qualifier,0,9,50,34,"[14010, 18472]","[32041, 24023]",1
Detroit Qualifier,0,10,28,13,"[13996, 32515]","[32460, 14001]",1
Detroit Qualifier,0,11,5,25,"[15719, 18474]","[31808, 22757]",0
Detroit Qualifier,0,12,43,71,"[10280, 24080]","[31968, 20852]",0
Detroit Qualifier,0,13,18,75,"[27135, 14004]","[12467, 14010]",0
Detroit Qualifier,0,14,186,18,"[10210, 32041]","[15834, 27290]",1
Detroit Qualifier,0,15,13,101,"[24023, 13985]","[23026, 15835]",0
Detroit Qualifier,0,16,36,26,"[14007, 13999]","[21791, 26554]",1
Detroit Qualifier,0,17,69,34,"[24024, 14773]","[14009, 20853]",1
Detroit Qualifier,0,18,15,51,"[22757, 23712]","[10210, 14005]",0
Detroit Qualifier,0,19,60,96,"[32460, 12467]","[32041, 20852]",0
Detroit Qualifier,0,20,33,50,"[13985, 13999]","[24080, 14010]",0
Detroit Qualifier,0,21,37,39,"[15835, 14009]","[14007, 31968]",0
Detroit Qualifier,0,22,48,20,"[14773, 14005]","[18472, 32515]",1
Detroit Qualifier,0,23,39,34,"[10280, 31808]","[24024, 14001]",1
Detroit Qualifier,0,24,41,10,"[21791, 27290]","[23712, 18474]",1
Detroit Qualifier,0,25,25,20,"[20853, 15719]","[27135, 13996]",1
Detroit Qualifier,0,26,84,36,"[23026, 15834]","[26554, 14004]",1
Detroit Qualifier,0,27,33,38,"[24023, 14005]","[32460, 10280]",0
Detroit Qualifier,0,28,22,36,"[14001, 32041]","[14773, 21791]",0
Detroit Qualifier,0,29,30,23,"[20853, 20852]","[23712, 31808]",1
Detroit Qualifier,0,30,43,59,"[13999, 12467]","[15719, 23026]",0
Detroit Qualifier,0,31,20,139,"[18474, 24024]","[14010, 10210]",0
Detroit Qualifier,0,32,29,0,"[31968, 27290]","[14004, 13985]",1
Detroit Qualifier,0,33,48,13,"[18472, 14009]","[26554, 13996]",1
Detroit Qualifier,0,34,49,72,"[22757, 14007]","[24080, 24023]",0
Detroit Qualifier,0,35,58,43,"[32515, 15834]","[15835, 27135]",1
Detroit Qualifier,0,36,33,13,"[32460, 24024]","[14004, 13999]",1
Detroit Qualifier,0,37,42,56,"[18474, 10280]","[20853, 23026]",0
Detroit Qualifier,0,38,59,13,"[31808, 12467]","[14773, 24023]",1
Detroit Qualifier,0,39,35,33,"[14009, 15834]","[14005, 20852]",1
Detroit Qualifier,0,40,47,29,"[31968, 15719]","[32515, 23712]",1
Detroit Qualifier,0,41,27,38,"[27290, 27135]","[14001, 18472]",0
Detroit Qualifier,0,42,22,40,"[32041, 13985]","[14007, 13996]",0
Detroit Qualifier,0,43,59,25,"[14010, 26554]","[15835, 22757]",1
Detroit Qualifier,0,44,54,81,"[21791, 24080]","[10210, 12467]",0
Detroit Qualifier,1,1,78,97,"[31968, 24080]","[15719, 21791]",0
Detroit Qualifier,2,1,37,40,"[14007, 18472]","[32460, 32041]",0
Detroit Qualifier,3,1,63,74,"[23026, 14010]","[21791, 15719]",0
Detroit Qualifier,4,1,76,26,"[10210, 12467]","[32041, 32460]",1
Detroit Qualifier,5,1,99,37,"[23026, 14010]","[14007, 18472]",1
Detroit Qualifier,6,1,26,57,"[32460, 32041]","[31968, 24080]",0
Detroit Qualifier,7,1,72,79,"[21791, 15719]","[12467, 10210]",0
Detroit Qualifier,8,1,65,68,"[31968, 24080]","[23026, 14010]",0
Detroit Qualifier,9,1,44,67,"[21791, 15719]","[23026, 14010]",0
Detroit Qualifier,10,1,83,122,"[10210, 12467]","[23026, 14010]",0
Detroit Qualifier,11,1,61,74,"[12467, 10210]","[23026, 14010]",0
Flint Qualifier,0,1,81,52,"[21115, 27242]","[19250, 24088]",1
Flint Qualifier,0,2,85,56,"[10035, 25819]","[13647, 24441]",1
Flint Qualifier,0,3,70,51,"[26859, 25312]","[6134, 11181]",1
Flint Qualifier,0,4,45,114,"[21331, 23446]","[7065, 7085]",0
Flint Qualifier,0,5,41,44,"[23624, 22738]","[16355, 8688]",0
Flint Qualifier,0,6,77,59,"[13550, 5954]","[32241, 26550]",1
Flint Qualifier,0,7,117,127,"[7031, 17104]","[8579, 24360]",0
Flint Qualifier,0,8,86,240,"[10136, 16536]","[10180, 18954]",0
Flint Qualifier,0,9,128,85,"[5289, 5957]","[15447, 22420]",1
Flint Qualifier,0,10,45,47,"[24441, 7065]","[22738, 27242]",0
Flint Qualifier,0,11,90,49,"[23624, 6134]","[21331, 32241]",1
Flint Qualifier,0,12,150,47,"[7031, 7085]","[8688, 25312]",1
Flint Qualifier,0,13,39,110,"[16355, 26550]","[19250, 10136]",0
Flint Qualifier,0,14,63,83,"[26859, 17104]","[13647, 15447]",0
Flint Qualifier,0,15,78,103,"[21115, 11181]","[5289, 25819]",0
Flint Qualifier,0,16,124,65,"[8579, 10035]","[16536, 5954]",1
Flint Qualifier,0,17,72,64,"[24360, 23446]","[18954, 22420]",1
Flint Qualifier,0,18,24,81,"[13550, 24088]","[5957, 10180]",0
Flint Qualifier,0,19,128,60,"[27242, 23624]","[13647, 26550]",1
Flint Qualifier,0,20,83,46,"[32241, 16355]","[17104, 7065]",1
Flint Qualifier,0,21,212,57,"[21331, 10136]","[21115, 25312]",1
Flint Qualifier,0,22,83,111,"[24360, 5289]","[24441, 7085]",0
Flint Qualifier,0,23,90,56,"[25819, 19250]","[16536, 5957]",1
Flint Qualifier,0,24,64,156,"[18954, 6134]","[5954, 22738]",0
Flint Qualifier,0,25,93,66,"[8579, 15447]","[10180, 23446]",1
Flint Qualifier,0,26,51,103,"[22420, 8688]","[13550, 26859]",0
Flint Qualifier,0,27,61,83,"[10035, 24088]","[11181, 7031]",0
Flint Qualifier,0,28,57,44,"[16536, 16355]","[24360, 25312]",1
Flint Qualifier,0,29,99,33,"[5954, 19250]","[23624, 24441]",1
Flint Qualifier,0,30,102,103,"[6134, 26550]","[5957, 7085]",0
Flint Qualifier,0,31,125,77,"[27242, 10136]","[26859, 23446]",1
Flint Qualifier,0,32,48,44,"[22738, 21115]","[15447, 10035]",1
Flint Qualifier,0,33,82,118,"[22420, 10180]","[11181, 17104]",0
Flint Qualifier,0,34,55,57,"[18954, 7065]","[7031, 13550]",0
Flint Qualifier,0,35,93,104,"[8688, 21331]","[25819, 8579]",0
Flint Qualifier,0,36,55,106,"[13647, 32241]","[24088, 5289]",0
Flint Qualifier,0,37,53,82,"[5957, 23446]","[21115, 16355]",0
Flint Qualifier,0,38,65,65,"[16536, 22420]","[22738, 26550]",0
Flint Qualifier,0,39,78,65,"[19250, 13550]","[17104, 6134]",1
Flint Qualifier,0,40,52,92,"[15447, 24441]","[21331, 18954]",0
Flint Qualifier,0,41,46,58,"[24088, 25312]","[7065, 23624]",0
Flint Qualifier,0,42,130,82,"[5289, 10180]","[8688, 10035]",1
Flint Qualifier,0,43,112,159,"[7085, 13647]","[10136, 8579]",0
Flint Qualifier,0,44,51,122,"[11181, 32241]","[24360, 27242]",0
Flint Qualifier,0,45,88,100,"[7031, 26859]","[5954, 25819]",0
Flint Qualifier,1,1,87,119,"[27242, 10180]","[5289, 5957]",0
Flint Qualifier,2,1,67,73,"[5954, 19250]","[13550, 7031]",0
Flint Qualifier,3,1,179,92,"[8579, 10136]","[5289, 5957]",1
Flint Qualifier,4,1,123,74,"[25819, 7085]","[13550, 7031]",1
Flint Qualifier,5,1,111,133,"[5289, 5957]","[5954, 19250]",0
Flint Qualifier,6,1,58,92,"[13550, 7031]","[27242, 10180]",0
Flint Qualifier,7,1,153,119,"[8579, 10136]","[25819, 7085]",1
Flint Qualifier,8,1,111,71,"[27242, 10180]","[5954, 19250]",1
Flint Qualifier,9,1,142,86,"[25819, 7085]","[27242, 10180]",1
Flint Qualifier,10,1,181,143,"[8579, 10136]","[25819, 7085]",1
Fruitport Qualifier,0,1,139,58,"[31459, 21914]","[8529, 8932]",1
Fruitport Qualifier,0,2,37,151,"[19429, 15339]","[10255, 11999]",0
Fruitport Qualifier,0,3,35,30,"[11531, 25096]","[32661, 32022]",1
Fruitport Qualifier,0,4,88,95,"[9476, 24371]","[20862, 30529]",0
Fruitport Qualifier,0,5,75,86,"[20863, 16220]","[5385, 18092]",0
Fruitport Qualifier,0,6,67,19,"[31969, 15397]","[10031, 28481]",1
Fruitport Qualifier,0,7,199,87,"[9133, 11228]","[5384, 6482]",1
Fruitport Qualifier,0,8,23,78,"[20245, 26558]","[27689, 5383]",0
Fruitport Qualifier,0,9,63,117,"[8733, 24259]","[5290, 16464]",0
Fruitport Qualifier,0,10,116,85,"[15344, 21914]","[5385, 25096]",1
Fruitport Qualifier,0,11,30,102,"[11999, 32661]","[31459, 16220]",0
Fruitport Qualifier,0,12,43,152,"[11531, 31969]","[5384, 10255]",0
Fruitport Qualifier,0,13,107,58,"[30529, 8932]","[26558, 9133]",1
Fruitport Qualifier,0,14,81,89,"[16464, 20862]","[32022, 19429]",0
Fruitport Qualifier,0,15,76,32,"[18092, 8529]","[20245, 15397]",1
Fruitport Qualifier,0,16,60,258,"[27689, 15339]","[5290, 11228]",0
Fruitport Qualifier,0,17,146,79,"[5383, 15344]","[24259, 9476]",1
Fruitport Qualifier,0,18,69,27,"[24371, 6482]","[28481, 20863]",1
Fruitport Qualifier,0,19,65,114,"[8733, 8932]","[5385, 10031]",0
Fruitport Qualifier,0,20,101,153,"[15397, 30529]","[32022, 10255]",0
Fruitport Qualifier,0,21,123,68,"[21914, 20862]","[27689, 16220]",1
Fruitport Qualifier,0,22,114,90,"[5290, 15344]","[9133, 18092]",1
Fruitport Qualifier,0,23,61,104,"[20863, 5384]","[19429, 20245]",0
Fruitport Qualifier,0,24,74,41,"[24259, 6482]","[25096, 31969]",1
Fruitport Qualifier,0,25,76,77,"[31459, 15339]","[16464, 11531]",0
Fruitport Qualifier,0,26,65,100,"[26558, 10031]","[32661, 24371]",0
Fruitport Qualifier,0,27,43,166,"[5383, 8529]","[11228, 8733]",0
Fruitport Qualifier,0,28,25,91,"[28481, 9476]","[11999, 9133]",0
Fruitport Qualifier,0,29,74,33,"[20245, 16220]","[8932, 31969]",1
Fruitport Qualifier,0,30,70,116,"[15397, 19429]","[11531, 15344]",0
Fruitport Qualifier,0,31,145,113,"[20862, 10255]","[24259, 26558]",1
Fruitport Qualifier,0,32,74,80,"[32022, 27689]","[24371, 8733]",0
Fruitport Qualifier,0,33,77,169,"[25096, 18092]","[5383, 28481]",0
Fruitport Qualifier,0,34,189,101,"[21914, 5384]","[15339, 30529]",1
Fruitport Qualifier,0,35,94,73,"[32661, 5385]","[8529, 6482]",1
Fruitport Qualifier,0,36,65,64,"[9476, 5290]","[20863, 31459]",1
Fruitport Qualifier,0,37,166,66,"[11228, 10031]","[16464, 11999]",1
Fruitport Qualifier,0,38,72,128,"[25096, 24371]","[16220, 15397]",0
Fruitport Qualifier,0,39,115,90,"[26558, 18092]","[21914, 11531]",1
Fruitport Qualifier,0,40,47,51,"[32661, 15344]","[15339, 20862]",0
Fruitport Qualifier,0,41,93,75,"[5384, 5290]","[8932, 5383]",1
Fruitport Qualifier,0,42,43,70,"[32022, 11999]","[24259, 20863]",0
Fruitport Qualifier,0,43,124,26,"[6482, 27689]","[31459, 10031]",1
Fruitport Qualifier,0,44,134,74,"[9133, 10255]","[8529, 16464]",1
Fruitport Qualifier,0,45,70,84,"[8733, 19429]","[9476, 31969]",0
Fruitport Qualifier,0,46,99,94,"[28481, 5385]","[30529, 20245]",1
Fruitport Qualifier,0,47,128,99,"[11228, 32022]","[15397, 21914]",1
Fruitport Qualifier,1,1,124,77,"[15344, 30529]","[5383, 24371]",1
Fruitport Qualifier,2,1,127,121,"[21914, 5385]","[16220, 16464]",1
Fruitport Qualifier,3,1,168,96,"[11228, 10255]","[30529, 15344]",1
Fruitport Qualifier,4,1,72,106,"[5384, 5290]","[5385, 21914]",0
Fruitport Qualifier,5,1,99,96,"[15344, 30529]","[16220, 16464]",1
Fruitport Qualifier,6,1,75,98,"[5290, 5384]","[5383, 24371]",0
Fruitport Qualifier,7,1,208,128,"[11228, 10255]","[21914, 5385]",1
Fruitport Qualifier,8,1,99,105,"[5383, 24371]","[15344, 30529]",0
Fruitport Qualifier,9,1,139,151,"[21914, 5385]","[30529, 15344]",0
Fruitport Qualifier,10,1,209,125,"[11228, 10255]","[15344, 30529]",1
Goodrich Qualifier,0,1,107,98,"[15638, 5289]","[16668, 7047]",1
Goodrich Qualifier,0,2,81,108,"[5976, 7065]","[25912, 11231]",0
Goodrich Qualifier,0,3,62,59,"[7048, 25312]","[11520, 17768]",1
Goodrich Qualifier,0,4,67,102,"[7215, 27191]","[30434, 19561]",0
Goodrich Qualifier,0,5,130,62,"[5957, 23554]","[17064, 16273]",1
Goodrich Qualifier,0,6,58,118,"[14790, 6155]","[5954, 14706]",0
Goodrich Qualifier,0,7,142,73,"[10653, 32421]","[9933, 7043]",1
Goodrich Qualifier,0,8,87,49,"[31875, 23446]","[23579, 23168]",1
Goodrich Qualifier,0,9,74,107,"[23587, 11691]","[10262, 5237]",0
Goodrich Qualifier,0,10,138,208,"[5289, 7215]","[23554, 7065]",0
Goodrich Qualifier,0,11,144,48,"[19561, 17064]","[11520, 6155]",1
Goodrich Qualifier,0,12,149,147,"[10653, 11231]","[5954, 17768]",1
Goodrich Qualifier,0,13,84,78,"[27191, 15638]","[31875, 25912]",1
Goodrich Qualifier,0,14,86,18,"[14706, 25312]","[5976, 23587]",1
Goodrich Qualifier,0,15,84,77,"[7047, 30434]","[7043, 10262]",1
Goodrich Qualifier,0,16,103,76,"[9933, 5237]","[14790, 23446]",1
Goodrich Qualifier,0,17,52,135,"[32421, 23579]","[11691, 5957]",0
Goodrich Qualifier,0,18,75,51,"[23168, 7048]","[16273, 16668]",1
Goodrich Qualifier,0,19,71,189,"[5976, 31875]","[23554, 10653]",0
Goodrich Qualifier,0,20,28,113,"[30434, 11520]","[23587, 15638]",0
Goodrich Qualifier,0,21,101,113,"[17064, 5237]","[5289, 11231]",0
Goodrich Qualifier,0,22,77,69,"[23579, 5954]","[27191, 7065]",1
Goodrich Qualifier,0,23,114,68,"[14706, 25912]","[7043, 7048]",1
Goodrich Qualifier,0,24,165,62,"[10262, 16668]","[6155, 5957]",1
Goodrich Qualifier,0,25,65,116,"[23168, 14790]","[32421, 19561]",0
Goodrich Qualifier,0,26,147,70,"[11691, 9933]","[7047, 25312]",1
Goodrich Qualifier,0,27,90,109,"[7215, 16273]","[23446, 17768]",0
Goodrich Qualifier,0,28,84,70,"[7065, 5237]","[30434, 31875]",1
Goodrich Qualifier,0,29,59,160,"[11520, 16668]","[11231, 23554]",0
Goodrich Qualifier,0,30,81,65,"[7043, 5957]","[27191, 5976]",1
Goodrich Qualifier,0,31,118,75,"[7048, 5954]","[15638, 17064]",1
Goodrich Qualifier,0,32,13,85,"[6155, 23579]","[7215, 9933]",0
Goodrich Qualifier,0,33,97,124,"[17768, 11691]","[14706, 23168]",0
Goodrich Qualifier,0,34,133,127,"[23587, 5289]","[16273, 19561]",1
Goodrich Qualifier,0,35,137,76,"[25912, 23446]","[7047, 32421]",1
Goodrich Qualifier,0,36,79,150,"[14790, 25312]","[10262, 10653]",0
Goodrich Qualifier,0,37,87,68,"[30434, 11231]","[7048, 23579]",1
Goodrich Qualifier,0,38,79,146,"[17768, 9933]","[16668, 17064]",0
Goodrich Qualifier,0,39,52,142,"[7043, 16273]","[11691, 31875]",0
Goodrich Qualifier,0,40,51,93,"[7065, 32421]","[15638, 14706]",0
Goodrich Qualifier,0,41,93,115,"[5954, 10262]","[25912, 7215]",0
Goodrich Qualifier,0,42,132,127,"[23554, 7047]","[5237, 27191]",1
Goodrich Qualifier,0,43,149,72,"[10653, 23587]","[23168, 6155]",1
Goodrich Qualifier,0,44,137,105,"[19561, 23446]","[25312, 5957]",1
Goodrich Qualifier,0,45,25,118,"[5976, 11520]","[14790, 5289]",0
Goodrich Qualifier,1,1,150,147,"[11231, 23446]","[5289, 10262]",1
Goodrich Qualifier,2,1,146,98,"[23554, 5237]","[25912, 5954]",1
Goodrich Qualifier,3,1,154,124,"[10653, 5957]","[11231, 23446]",1
Goodrich Qualifier,4,1,108,161,"[14706, 19561]","[5237, 23554]",0
Goodrich Qualifier,5,1,147,62,"[11231, 23446]","[25912, 5954]",1
Goodrich Qualifier,6,1,111,129,"[14706, 19561]","[5289, 10262]",0
Goodrich Qualifier,7,1,188,142,"[10653, 5957]","[23554, 5237]",1
Goodrich Qualifier,8,1,110,121,"[5289, 10262]","[11231, 23446]",0
Goodrich Qualifier,9,1,166,120,"[23554, 5237]","[11231, 23446]",1
Goodrich Qualifier,10,1,155,180,"[10653, 5957]","[5237, 23554]",0
Goodrich Qualifier,11,1,176,158,"[5957, 10653]","[5237, 23554]",1
Grand Rapids Qualifier,0,1,49,35,"[24050, 5980]","[9133, 23599]",1
Grand Rapids Qualifier,0,2,88,55,"[32490, 22368]","[11999, 30793]",1
Grand Rapids Qualifier,0,3,13,73,"[30388, 21353]","[16464, 15815]",0
Grand Rapids Qualifier,0,4,57,108,"[20299, 23411]","[31459, 9476]",0
Grand Rapids Qualifier,0,5,131,30,"[31908, 5385]","[9087, 24548]",1
Grand Rapids Qualifier,0,6,15,48,"[12845, 21789]","[24052, 15510]",0
Grand Rapids Qualifier,0,7,91,50,"[31577, 30309]","[23597, 24371]",1
Grand Rapids Qualifier,0,8,117,125,"[13106, 10104]","[23106, 18975]",0
Grand Rapids Qualifier,0,9,94,34,"[20935, 23410]","[24049, 20142]",1
Grand Rapids Qualifier,0,10,25,35,"[7772, 9476]","[16464, 24548]",0
Grand Rapids Qualifier,0,11,8,18,"[31908, 22368]","[21789, 24050]",0
Grand Rapids Qualifier,0,12,74,45,"[5980, 23411]","[30309, 30388]",1
Grand Rapids Qualifier,0,13,69,146,"[15510, 31459]","[10104, 24371]",0
Grand Rapids Qualifier,0,14,60,31,"[23106, 20142]","[20299, 32490]",1
Grand Rapids Qualifier,0,15,25,95,"[24049, 21353]","[18975, 9087]",0
Grand Rapids Qualifier,0,16,24,95,"[23410, 31577]","[24052, 9133]",0
Grand Rapids Qualifier,0,17,45,77,"[13106, 7772]","[15815, 12845]",0
Grand Rapids Qualifier,0,18,140,16,"[20935, 30793]","[23597, 23599]",1
Grand Rapids Qualifier,0,19,202,76,"[20142, 11999]","[24050, 5385]",1
Grand Rapids Qualifier,0,20,97,47,"[9476, 24371]","[24049, 23106]",1
Grand Rapids Qualifier,0,21,50,83,"[32490, 16464]","[31459, 21789]",0
Grand Rapids Qualifier,0,22,115,56,"[24052, 9087]","[13106, 30309]",1
Grand Rapids Qualifier,0,23,46,16,"[23597, 21353]","[22368, 23410]",1
Grand Rapids Qualifier,0,24,35,28,"[30388, 20299]","[30793, 31908]",1
Grand Rapids Qualifier,0,25,26,125,"[23599, 31577]","[10104, 5385]",0
Grand Rapids Qualifier,0,26,75,67,"[18975, 24548]","[23411, 12845]",1
Grand Rapids Qualifier,0,27,117,41,"[15815, 20935]","[15510, 5980]",1
Grand Rapids Qualifier,0,28,98,11,"[11999, 9133]","[7772, 23597]",1
Grand Rapids Qualifier,0,29,27,101,"[24050, 16464]","[9087, 30793]",0
Grand Rapids Qualifier,0,30,71,29,"[24049, 21789]","[31577, 20299]",1
Grand Rapids Qualifier,0,31,48,69,"[23599, 18975]","[9476, 23410]",0
Grand Rapids Qualifier,0,32,90,144,"[24052, 32490]","[30388, 10104]",0
Grand Rapids Qualifier,0,33,24,74,"[12845, 31908]","[5980, 11999]",0
Grand Rapids Qualifier,0,34,78,90,"[5385, 31459]","[13106, 20935]",0
Grand Rapids Qualifier,0,35,236,66,"[15815, 24548]","[23106, 22368]",1
Grand Rapids Qualifier,0,36,113,24,"[30309, 15510]","[21353, 7772]",1
Grand Rapids Qualifier,0,37,79,92,"[20142, 9133]","[24371, 23411]",0
Grand Rapids Qualifier,0,38,99,86,"[18975, 24052]","[5980, 20299]",1
Grand Rapids Qualifier,0,39,61,76,"[9087, 9476]","[20935, 12845]",0
Grand Rapids Qualifier,0,40,57,75,"[32490, 23410]","[24548, 24050]",0
